"NBN Atlas record ID","Occurrence ID","Licence","Rightsholder","Scientific name","Common name","Species ID (TVK)","Taxon Rank","Occurrence status","Start date","Start date day","Start date month","Start date year","End date","End day","End month","End year","Locality","OSGR","Latitude (WGS84)","Longitude (WGS84)","Coordinate uncertainty (m)","Verbatim depth","Recorder","Determiner","Individual count","Abundance","Abundance scale","Organism scope","Organism remarks","Sex","Life stage","Occurrence remarks","Identification verification status","Basis of record","Survey key","Dataset name","Dataset ID","Data provider","Data provider ID","Institution code","Kingdom","Phylum","Class","Order","Family","Genus","OSGR 100km","OSGR 10km","OSGR 2km","OSGR 1km","Country","State/Province"
"ffd19424-16af-4e5f-880b-7b92454fe189","137708","CC-BY","Shropshire Ecological Data Network","Holcus mollis","Creeping Soft-Grass","NBNSYS0000002620","species","present","2009-08-15","15","08","2009","","","","","Overton","SO6686","52.47539","-2.49464","1000.0","","Green, Mr I.P.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Holcus","SO","SO68","SO68T","SO6686","United Kingdom","England"
"ffd1726a-e522-42aa-9810-4aa4cd9bd8bc","288486","CC-BY","Shropshire Ecological Data Network","Rumex acetosa","Common Sorrel","NBNSYS0000003778","species","present","1994-08-11","11","08","1994","","","","","Cadbury","SO613735","52.35864","-2.56895","100.0","","Wrench, Mr D.H., Duckworth, Dr J.C.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","SO","SO67","SO67B","SO6173","United Kingdom","England"
"ffcf6997-7593-4ea9-8fb1-06e67e3ad21b","404128","CC-BY","Shropshire Ecological Data Network","Cirsium vulgare","Spear Thistle","NBNSYS0000004490","species","present","2008-08-19","19","08","2008","","","","","Bicton, Clun","SO291832","52.4426","-3.04376","100.0","","Gomersall, Mrs F.J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","SO","SO28","SO28W","SO2983","United Kingdom","England"
"ffce84ea-68a0-4b0c-8d47-0ed55e847a0d","689423","CC-BY","Shropshire Ecological Data Network","Hypericum tetrapterum","Square St. John's Wort","NHMSYS0000459860","species","present","1988-08-17","17","08","1988","","","","","The Berth","SJ4223","52.80597","-2.8544","1000.0","","Parker, Mrs P.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum","SJ","SJ42","SJ42G","SJ4223","United Kingdom","England"
"ffce78d5-4554-4e88-9649-120c1eeb87b4","607793","CC-BY","Shropshire Ecological Data Network","Malus sylvestris","Crab Apple","NHMSYS0000460572","species","present","2009-08-17","17","08","2009","","","","","Furlong","SO5681","52.42974","-2.6412","1000.0","","Green, Mr I.P.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Malus","SO","SO58","SO58Q","SO5681","United Kingdom","England"
"ffce4eb4-e39e-471e-a958-af6fbec95ba3","361905","CC-BY","Shropshire Ecological Data Network","Plantago major","Greater Plantain","NBNSYS0000004273","species","present","1987-08-20","20","08","1987","","","","","Waters Upton","SJ6219","52.77178","-2.55728","1000.0","","Connelly, Ms J., Rapson, Ms J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago","SJ","SJ61","SJ61J","SJ6219","United Kingdom","England"
"ffcdeb58-4571-44ac-ab48-834351ba370c","816270","CC-BY","Shropshire Ecological Data Network","Fraxinus excelsior","Ash","NBNSYS0000003949","species","present","2009-08-18","18","08","2009","","","","","Medley Park","SO4782","52.43794","-2.77371","1000.0","","Green, Mr P.R.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Fraxinus","SO","SO48","SO48R","SO4782","United Kingdom","England"
"ffcd6b7d-eb4a-441d-80a8-738f2520e882","544412225","CC-BY","","Hygroamblystegium tenax","Fountain Feather-moss","NBNSYS0000149096","species","present","","","08","2000","","","08","2000","Ludlow,R Teme and banks","SO5174","52.36639","-2.71371","1000.0","","Lawley, M.","","","","","","","","","","Accepted","HumanObservation","622","Bryophyte data for Great Britain from the British Bryological Society held by BRC: Atlas 2014","dr859","British Bryological Society","dp74","British Bryological Society","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Hygroamblystegium","SO","SO57","SO57C","SO5174","United Kingdom","England"
"ffcc78d0-eaff-4e17-90ab-0678db7211be","228126","CC-BY","Shropshire Ecological Data Network","Vicia sepium","Bush Vetch","NBNSYS0000003290","species","present","2003-08-27","27","08","2003","","","","","Lower Frankton","SJ33Q","52.87277","-2.93743","2.0","","Thorne, Dr A.K.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Vicia","SJ","SJ33","SJ33Q","","United Kingdom","England"
"ffc93ca1-1ea3-4dfa-9e91-8c7aa747a679","405986","CC-BY","Shropshire Ecological Data Network","Cirsium vulgare","Spear Thistle","NBNSYS0000004490","species","present","2004-08-01","01","08","2004","","","","","Shropshire","SJ53T","52.92867","-2.64111","2.0","","Thorne, Dr A.K.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","SJ","SJ53","SJ53T","","United Kingdom","England"
"ffc89682-6463-4966-93b2-65d7b0c9b284","238569","CC-BY","Shropshire Ecological Data Network","Rubus fruticosus agg.","Bramble","NBNSYS0000003328","unranked","present","2008-08-11","11","08","2008","","","","","Spurtree","SO603694","52.32171","-2.58315","100.0","","Duffell, Mr M.S.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","SO","SO66","SO66E","SO6069","United Kingdom","England"
"ffc7a866-68dd-4d30-8c2e-b19f8a227051","2cd4p9h.n74eq","CC-BY-NC","","Galium palustre","Common Marsh-Bedstraw","NBNSYS0000004313","species","present","","","08","1955","","","08","1955","","SJ31","52.72872","-2.96395","10000.0","","Perring, F.H.","","","","","","","","","","Unconfirmed","HumanObservation","","Welsh BSBI data (ex-VPDB dataset) at hectad resolution","dr656","Botanical Society of Britain & Ireland","dp91","","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","SJ","SJ31","","","United Kingdom","England"
"ffc6a43e-836d-44bf-86bb-a312105fce91","146607","CC-BY","Shropshire Ecological Data Network","Alopecurus geniculatus","Marsh Foxtail","NBNSYS0000002657","species","present","2015-08-12","12","08","2015","","","","","Linley Hill","SO3594","52.54451","-2.95254","1000.0","","Green, Mr P.R.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Alopecurus","SO","SO39","SO39M","SO3594","United Kingdom","England"
"ffc627ba-d3da-4e4f-a8f6-8ea1e8572305","199572","CC-BY","Shropshire Ecological Data Network","Atriplex patula","Common Orache","NBNSYS0000003111","species","present","1980-08-01","01","08","1980","","","","","The Long Mynd","SO4595","52.5546","-2.80526","1000.0","","Davidson, Ms H.M.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Atriplex","SO","SO49","SO49M","SO4595","United Kingdom","England"
"ffc5dc59-68d9-4cd7-aa1d-231c6be859af","330433","CC-BY","Shropshire Ecological Data Network","Veronica beccabunga","Brooklime","NBNSYS0000004096","species","present","1983-08-31","31","08","1983","","","","","The Old River Bed, Shrewsbury","SJ4914","52.72577","-2.74918","1000.0","","Bayley, Mr J.A., Smallshire, Mr D.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Veronica","SJ","SJ41","SJ41X","SJ4914","United Kingdom","England"
"ffc49980-b0d8-402f-ba0a-880f7afa4087","104170","CC-BY","Shropshire Ecological Data Network","Typha latifolia","Bulrush","NBNSYS0000002369","species","present","1988-08-23","23","08","1988","","","","","Apley Pool","SJ654135","52.71849","-2.51293","100.0","","Trueman, Prof I.C.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Poales","Typhaceae","Typha","SJ","SJ61","SJ61L","SJ6513","United Kingdom","England"
"ffc40ef7-c9dc-43ff-8a14-33d4a37602a4","102777","CC-BY","Shropshire Ecological Data Network","Lemna minor","Common Duckweed","NBNSYS0000002358","species","present","1987-08-04","04","08","1987","","","","","Shropshire","SO38W","52.44155","-2.89882","2.0","","Warren, Mrs J.A.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Araceae","Lemna","SO","SO38","SO38W","","United Kingdom","England"
"ffc3d5fa-f2ef-438b-802f-d4f09f5ee1f6","413633","CC-BY","Shropshire Ecological Data Network","Centaurea nigra","Common Knapweed","NBNSYS0000004506","species","present","1974-08-08","08","08","1974","","","","","Strand Brook at Peatonstrand","SO5384","52.45646","-2.68574","1000.0","","Perring, Dr F.H., Ashwell, Mrs A., Goodwin, Mrs M.E.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","SO","SO58","SO58H","SO5384","United Kingdom","England"
"ffc3392f-fb6b-4c2f-b83d-0b5bd62d2685","179754","CC-BY","Shropshire Ecological Data Network","Viola palustris","Marsh Violet","NBNSYS0000002939","species","present","2015-08-19","19","08","2015","","","","","Linley Hill","SO3695","52.55362","-2.93799","1000.0","","Green, Mr P.R.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","Viola","SO","SO39","SO39S","SO3695","United Kingdom","England"
"ffc29474-af02-4bf0-8335-0e64790c4316","142781","CC-BY","Shropshire Ecological Data Network","Agrostis gigantea","Black Bent","NBNSYS0000002639","species","present","2009-08-17","17","08","2009","","","","","Downton Hall","SO5278","52.40244","-2.6996","1000.0","","Green, Mr P.R.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Agrostis","SO","SO57","SO57J","SO5278","United Kingdom","England"
"ffc25056-1045-442b-a5e2-be21beebb420","704481","CC-BY","Shropshire Ecological Data Network","Rubus pascuorum","","NHMSYS0000462828","unranked","present","1964-08-15","15","08","1964","","","","","Church Pulverbatch","SJ430025","52.61772","-2.84261","100.0","","Edees, Mr E.S.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","SJ","SJ40","SJ40G","SJ4302","United Kingdom","England"
"ffc2270d-f197-4628-91db-609e4a18b7aa","807783","CC-BY","Shropshire Ecological Data Network","Crataegus monogyna","Hawthorn","NBNSYS0000003430","species","present","1956-08-31","31","08","1956","","","","","Craig Sychtyn","SJ2325","52.82158","-3.13667","1000.0","","Lawson, Mr J.B.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","SJ","SJ22","SJ22H","SJ2325","United Kingdom","England"
"ffc167c2-433e-4e1e-a581-5b04947198ce","641547","CC-BY","Shropshire Ecological Data Network","Scutellaria galericulata","Skullcap","NBNSYS0000004259","species","present","1996-08-18","18","08","1996","","","","","Shrawardine Pool","SJ3916","52.74272","-2.8976","1000.0","","Whild, Dr S.J., Lockton, Mr A.J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Scutellaria","SJ","SJ31","SJ31Y","SJ3916","United Kingdom","England"
"ffc1111c-1c96-45c8-a93c-727c178d9fac","87909","CC-BY","Shropshire Ecological Data Network","Juncus conglomeratus","Compact Rush","NBNSYS0000002222","species","present","2010-08-10","10","08","2010","","","","","Hope Bowdler Hill","SO47639400","52.54137","-2.77354","10.0","","Eades, Dr P.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus","SO","SO49","SO49S","SO4794","United Kingdom","England"
"ffc07d44-a47e-4389-866b-e55e9428c690","245141","CC-BY","Shropshire Ecological Data Network","Fragaria vesca","Wild Strawberry","NBNSYS0000003358","species","present","2009-08-17","17","08","2009","","","","","Cleestanton","SO5779","52.41184","-2.62624","1000.0","","Green, Mr I.P.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria","SO","SO57","SO57U","SO5779","United Kingdom","England"
"ffbd9d5c-c9a3-4a77-b085-bd4f9e20d32a","430101","CC-BY","Shropshire Ecological Data Network","Dryopteris filix-mas","Common Male Fern","NBNSYS0000004640","species","present","2015-08-13","13","08","2015","","","","","Medlicott","SO4094","52.54508","-2.87882","1000.0","","Green, Mr P.R.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","SO","SO49","SO49C","SO4094","United Kingdom","England"
"ffbd3546-5ae4-45e1-8f71-f01dba78d986","387193","CC-BY","Shropshire Ecological Data Network","Senecio vulgaris","Groundsel","NBNSYS0000004371","species","present","2010-08-03","03","08","2010","","","","","Duddlewick","SO6583","52.44836","-2.50905","1000.0","","Lockton, Mr A.J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","SO","SO68","SO68L","SO6583","United Kingdom","England"
"ffbcc069-d549-483d-af3b-d202c36a255c","696368","CC-BY","Shropshire Ecological Data Network","Persicaria amphibia","Amphibious Bistort","NHMSYS0000461597","species","present","1994-08-09","09","08","1994","","","","","Pole Mere","SJ4109","52.68002","-2.86673","1000.0","","Mileto, Mr R.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","SJ","SJ40","SJ40E","SJ4109","United Kingdom","England"
"ffbbba62-9c39-43f0-8ef5-a544006c89ea","248489","CC-BY","Shropshire Ecological Data Network","Agrimonia eupatoria","Agrimony","NBNSYS0000003366","species","present","1998-08-17","17","08","1998","","","","","Dolgoch Quarry","SJ27752474","52.81538","-3.07337","10.0","","Whild, Dr S.J., Lockton, Mr A.J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Agrimonia","SJ","SJ22","SJ22S","SJ2724","United Kingdom","England"
"ffbba8de-c155-40fd-a7fb-dc2657c6275c","545665518","CC-BY","","Oxyrrhynchium hians","Swartz's Feather-moss","NHMSYS0020695887","species","present","2013-08-25","25","08","2013","2013-08-25","25","08","2013","Preston Montford","SJ4314","52.72518","-2.83802","1000.0","","Godfrey, M.F.","","","","","","","","","FSC 70th Anniversary Bioblitz","Accepted","HumanObservation","908","Bryophyte data for Great Britain from the British Bryological Society held by BRC: Atlas 2014","dr859","British Bryological Society","dp74","British Bryological Society","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae","Oxyrrhynchium","SJ","SJ41","SJ41H","SJ4314","United Kingdom","England"
"ffb8ce1f-5740-41b1-bb1d-67c0fa415a6c","296642","CC-BY","Shropshire Ecological Data Network","Rumex conglomeratus","Clustered Dock","NBNSYS0000003797","species","present","2009-08-25","25","08","2009","","","","","Tunstall Wood","SJ6226","52.8347","-2.55809","1000.0","","Lockton, Mr A.J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","SJ","SJ62","SJ62I","SJ6226","United Kingdom","England"
"ffb76f79-11c8-496b-8d28-df087ff4d171","149912","CC-BY","Shropshire Ecological Data Network","Anthoxanthum odoratum","Sweet Vernal Grass","NBNSYS0000002667","species","present","2010-08-25","25","08","2010","","","","","Wootton","SO7788","52.49394","-2.33283","1000.0","","Trueman, Prof I.C., Cohn, Dr E.V.J., Handley, Mr J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Anthoxanthum","SO","SO78","SO78U","SO7788","United Kingdom","England"
"ffb62889-2cdc-436f-962d-29a8ebe91612","716791","CC-BY","Shropshire Ecological Data Network","Tripleurospermum inodorum","Scentless Mayweed","NHMSYS0000464606","species","present","2006-08-04","04","08","2006","","","","","River Severn at Uffington","SJ5213","52.71706","-2.70462","1000.0","","Stewart, Mr N.F., Lockton, Mr A.J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Tripleurospermum","SJ","SJ51","SJ51G","SJ5213","United Kingdom","England"
"ffb587a6-271d-49c1-84e8-85df45bd99f8","593144","CC-BY","Shropshire Ecological Data Network","Taraxacum","Dandelion Agg.","NHMSYS0000464161","genus","present","2004-08-17","17","08","2004","","","","","River Kemp at Brockton","SO3285","52.46325","-2.99494","1000.0","","Gomersall, Mrs F.J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Taraxacum","SO","SO38","SO38H","SO3285","United Kingdom","England"
"ffb44f7d-5ee8-44bd-bfba-0c06affe7133","363023","CC-BY","Shropshire Ecological Data Network","Plantago lanceolata","Ribwort Plantain","NBNSYS0000004275","species","present","2015-08-10","10","08","2015","","","","","Gravenor","SO3794","52.54475","-2.92305","1000.0","","Green, Mr P.R.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago","SO","SO39","SO39S","SO3794","United Kingdom","England"
"ffb404f2-1d9c-48e6-bdb6-0cb4d4938e86","205158","CC-BY","Shropshire Ecological Data Network","Geranium lucidum","Shining Crane's-Bill","NBNSYS0000003161","species","present","2010-08-25","25","08","2010","","","","","Wootton","SO7788","52.49394","-2.33283","1000.0","","Trueman, Prof I.C., Cohn, Dr E.V.J., Handley, Mr J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium","SO","SO78","SO78U","SO7788","United Kingdom","England"
"ffad6264-9606-4b7a-8194-835ba654557b","226304","CC-BY","Shropshire Ecological Data Network","Vicia cracca","Tufted Vetch","NBNSYS0000003283","species","present","2016-08-02","02","08","2016","","","","","Elbridge","SJ3623","52.8053","-2.9434","1000.0","","Shanklin, Dr J.D.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Vicia","SJ","SJ32","SJ32R","SJ3623","United Kingdom","England"
"ffac67f6-25c9-469e-98b8-e1db4f273b1a","676613","CC-BY","Shropshire Ecological Data Network","Deschampsia cespitosa","Tufted Hair-Grass","NHMSYS0000458048","species","present","2008-08-12","12","08","2008","","","","","Cefn Lane, Nantmawr","SJ255243","52.81153","-3.10599","100.0","","Gomersall, Mrs F.J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Deschampsia","SJ","SJ22","SJ22M","SJ2524","United Kingdom","England"
"ffac3fa7-6f07-4104-9202-b94e03d5d300","805522","CC-BY","Shropshire Ecological Data Network","Corylus avellana","Hazelnut","NBNSYS0000003839","species","present","1996-08-18","18","08","1996","","","","","Lower Wigmore Clay Pits","SJ3411","52.6972","-2.97066","1000.0","","Whild, Dr S.J., Lockton, Mr A.J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Corylus","SJ","SJ31","SJ31K","SJ3411","United Kingdom","England"
"ffab45a2-4add-422f-92c1-e0eae450368e","80237","CC-BY","Shropshire Ecological Data Network","Hyacinthoides non-scripta","Bluebell","NBNSYS0000002185","species","present","2006-08-16","16","08","2006","","","","","Cound Quarry","SJ5505","52.6454","-2.65913","1000.0","","Thorne, Dr A.K.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Asparagaceae","Hyacinthoides","SJ","SJ50","SJ50M","SJ5505","United Kingdom","England"
"ffaa4ad3-840f-4c28-802c-e825bb2f1ce0","102951","CC-BY","Shropshire Ecological Data Network","Lemna minor","Common Duckweed","NBNSYS0000002358","species","present","1992-08-01","01","08","1992","","","","","The Old River Bed, Shrewsbury","SJ4914","52.72577","-2.74918","1000.0","","Castle, Mrs G.E., Mileto, Mr R.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Araceae","Lemna","SJ","SJ41","SJ41X","SJ4914","United Kingdom","England"
"ffa8ce12-b8ad-47fd-a355-cde01f5ccd65","676673","CC-BY","Shropshire Ecological Data Network","Deschampsia cespitosa","Tufted Hair-Grass","NHMSYS0000458048","species","present","1994-08-25","25","08","1994","","","","","Colleybrook Green","SO585750","52.37192","-2.61025","100.0","","Wrench, Mr D.H.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Deschampsia","SO","SO57","SO57X","SO5875","United Kingdom","England"
"ffa44dcf-93d5-4a14-af39-b0a14453d93b","370393","CC-BY","Shropshire Ecological Data Network","Galium saxatile","Heath Bedstraw","NBNSYS0000004310","species","present","2013-08-26","26","08","2013","","","","","Furnace Mill","SO7176","52.38578","-2.42017","1000.0","","Handley, Mr J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","SO","SO77","SO77D","SO7176","United Kingdom","England"
"ffa23a5a-9994-4ed2-be6e-2a9d0c49c2c4","808279","CC-BY","Shropshire Ecological Data Network","Crataegus monogyna","Hawthorn","NBNSYS0000003430","species","present","1987-08-13","13","08","1987","","","","","Hopesay Hill","SO3983","52.4461","-2.89156","1000.0","","Trueman, Prof I.C., Lawley, Ms S.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","SO","SO38","SO38W","SO3983","United Kingdom","England"
"ff9ccf4f-b555-4636-97e8-027bab1adf21","695971","CC-BY","Shropshire Ecological Data Network","Persicaria amphibia","Amphibious Bistort","NHMSYS0000461597","species","present","2011-08-21","21","08","2011","","","","","Albrighton","SJ8004","52.63789","-2.28959","1000.0","","Whild, Dr S.J., O'Donnell, Dr S., O'Donnell, Mrs E.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","SJ","SJ80","SJ80C","SJ8004","United Kingdom","England"
"ff9c1970-2d39-4422-a175-3378dd656b74","325153","CC-BY","Shropshire Ecological Data Network","Scrophularia nodosa","Common Figwort","NBNSYS0000004078","species","present","1995-08-11","11","08","1995","","","","","River Roden at Rodenhurst","SJ5915","52.73561","-2.60125","1000.0","","Lockton, Mr A.J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Scrophularia","SJ","SJ51","SJ51X","SJ5915","United Kingdom","England"
"ff9c1369-47c4-4cb8-b4cb-5f01c19ad1ac","208011","CC-BY","Shropshire Ecological Data Network","Oxalis acetosella","Wood-Sorrel","NBNSYS0000003175","species","present","2009-08-17","17","08","2009","","","","","Furlong","SO5681","52.42974","-2.6412","1000.0","","Green, Mr I.P.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","SO","SO58","SO58Q","SO5681","United Kingdom","England"
"ff9a09cc-c37c-4e60-8055-532a18de92e0","881034","CC-BY","Shropshire Ecological Data Network","Hedera helix","","NHMSYS0021118909","unranked","present","2011-08-22","22","08","2011","","","","","Birdsgreen","SO7785","52.46697","-2.33262","1000.0","","Lockton, Mr A.J., Mobarak, Miss J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Hedera","SO","SO78","SO78S","SO7785","United Kingdom","England"
